skillcorner_match_id,corner_index,corner_time_sec,frame_index,timestamp,time_sec,t_rel,entity_type,entity_id,entity_name,team,x,y,ball_tracked,touched_ball
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,ball,,Ball,Ball,120.114,80.4,False,
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,32441,García Pons (GK),Barcelona,34.514,43.176,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,673618,Cubarsí Paredes,Barcelona,79.691,41.176,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,68071,Martín Langreo,Barcelona,115.417,39.506,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,23104,García Martret,Barcelona,112.046,35.635,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,5056,Cavaco Cancelo,Barcelona,120.663,76.565,,True
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,25738,González López,Barcelona,98.457,60.376,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,751177,Bernal Casas,Barcelona,117.246,40.482,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,154096,López Marín,Barcelona,117.6,38.647,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,639784,Nasroui Ebana,Barcelona,108.251,72.753,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,16062,Dias Belloli,Barcelona,94.034,40.024,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,9106,Lewandowski,Barcelona,104.011,35.024,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,14040,Ramsdale (GK),Opponent,118.011,40.706,,True
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,24996,Thiaw,Opponent,113.566,37.494,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,2184,Burn,Opponent,115.36,39.788,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,5907,Trippier,Opponent,105.52,35.624,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,68884,Hall,Opponent,115.131,39.094,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,12759,Apolinário de Lira,Opponent,116.88,44.471,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,19844,Tonali,Opponent,99.806,39.035,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,32163,Ramsey,Opponent,119.429,40.071,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,45590,Junior  Elanga ,Opponent,106.789,66.741,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,18650,Barnes,Opponent,103.669,45.2,,False
2059201,1,278.0,0,00:04:36.00,276.0,-2.0,player,24344,Gordon,Opponent,110.983,57.882,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,ball,,Ball,Ball,120.149,80.376,False,
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,32441,García Pons (GK),Barcelona,34.571,43.224,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,673618,Cubarsí Paredes,Barcelona,79.703,41.247,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,68071,Martín Langreo,Barcelona,115.429,39.482,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,23104,García Martret,Barcelona,112.069,35.776,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,5056,Cavaco Cancelo,Barcelona,120.64,76.647,,True
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,25738,González López,Barcelona,98.446,60.353,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,751177,Bernal Casas,Barcelona,117.28,40.412,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,154096,López Marín,Barcelona,117.577,38.635,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,639784,Nasroui Ebana,Barcelona,108.32,72.847,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,16062,Dias Belloli,Barcelona,93.931,39.929,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,9106,Lewandowski,Barcelona,104.171,35.165,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,14040,Ramsdale (GK),Opponent,118.023,40.659,,True
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,24996,Thiaw,Opponent,113.634,37.612,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,2184,Burn,Opponent,115.36,39.788,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,5907,Trippier,Opponent,105.646,35.729,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,68884,Hall,Opponent,115.131,39.153,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,12759,Apolinário de Lira,Opponent,116.914,44.471,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,19844,Tonali,Opponent,99.76,38.941,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,32163,Ramsey,Opponent,119.371,40.118,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,45590,Junior  Elanga ,Opponent,106.869,66.788,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,18650,Barnes,Opponent,103.669,45.247,,False
2059201,1,278.0,1,00:04:36.10,276.1,-1.9,player,24344,Gordon,Opponent,111.04,57.965,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,ball,,Ball,Ball,120.194,80.329,False,
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,32441,García Pons (GK),Barcelona,34.651,43.224,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,673618,Cubarsí Paredes,Barcelona,79.691,41.306,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,68071,Martín Langreo,Barcelona,115.429,39.447,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,23104,García Martret,Barcelona,112.069,35.929,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,5056,Cavaco Cancelo,Barcelona,120.629,76.694,,True
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,25738,González López,Barcelona,98.446,60.353,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,751177,Bernal Casas,Barcelona,117.303,40.365,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,154096,López Marín,Barcelona,117.543,38.635,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,639784,Nasroui Ebana,Barcelona,108.411,72.906,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,16062,Dias Belloli,Barcelona,93.84,39.835,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,9106,Lewandowski,Barcelona,104.331,35.294,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,14040,Ramsdale (GK),Opponent,118.046,40.624,,True
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,24996,Thiaw,Opponent,113.703,37.741,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,2184,Burn,Opponent,115.371,39.776,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,5907,Trippier,Opponent,105.783,35.812,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,68884,Hall,Opponent,115.154,39.188,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,12759,Apolinário de Lira,Opponent,116.937,44.459,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,19844,Tonali,Opponent,99.703,38.835,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,32163,Ramsey,Opponent,119.326,40.165,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,45590,Junior  Elanga ,Opponent,106.949,66.835,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,18650,Barnes,Opponent,103.657,45.294,,False
2059201,1,278.0,2,00:04:36.20,276.2,-1.8,player,24344,Gordon,Opponent,111.109,58.059,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,ball,,Ball,Ball,120.251,80.294,False,
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,32441,García Pons (GK),Barcelona,34.697,43.235,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,673618,Cubarsí Paredes,Barcelona,79.669,41.376,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,68071,Martín Langreo,Barcelona,115.406,39.424,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,23104,García Martret,Barcelona,112.091,36.094,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,5056,Cavaco Cancelo,Barcelona,120.617,76.753,,True
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,25738,González López,Barcelona,98.434,60.353,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,751177,Bernal Casas,Barcelona,117.337,40.306,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,154096,López Marín,Barcelona,117.509,38.635,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,639784,Nasroui Ebana,Barcelona,108.48,72.976,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,16062,Dias Belloli,Barcelona,93.76,39.753,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,9106,Lewandowski,Barcelona,104.503,35.471,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,14040,Ramsdale (GK),Opponent,118.069,40.588,,True
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,24996,Thiaw,Opponent,113.783,37.894,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,2184,Burn,Opponent,115.383,39.788,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,5907,Trippier,Opponent,105.931,35.929,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,68884,Hall,Opponent,115.166,39.247,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,12759,Apolinário de Lira,Opponent,116.971,44.459,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,19844,Tonali,Opponent,99.657,38.729,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,32163,Ramsey,Opponent,119.269,40.212,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,45590,Junior  Elanga ,Opponent,107.029,66.882,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,18650,Barnes,Opponent,103.657,45.329,,False
2059201,1,278.0,3,00:04:36.30,276.3,-1.7,player,24344,Gordon,Opponent,111.143,58.153,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,ball,,Ball,Ball,120.309,80.247,False,
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,32441,García Pons (GK),Barcelona,34.731,43.247,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,673618,Cubarsí Paredes,Barcelona,79.657,41.435,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,68071,Martín Langreo,Barcelona,115.383,39.412,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,23104,García Martret,Barcelona,112.126,36.259,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,5056,Cavaco Cancelo,Barcelona,120.617,76.8,,True
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,25738,González López,Barcelona,98.434,60.341,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,751177,Bernal Casas,Barcelona,117.371,40.271,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,154096,López Marín,Barcelona,117.497,38.647,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,639784,Nasroui Ebana,Barcelona,108.549,73.035,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,16062,Dias Belloli,Barcelona,93.68,39.671,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,9106,Lewandowski,Barcelona,104.674,35.647,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,14040,Ramsdale (GK),Opponent,118.091,40.565,,True
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,24996,Thiaw,Opponent,113.851,38.035,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,2184,Burn,Opponent,115.406,39.8,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,5907,Trippier,Opponent,106.091,36.047,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,68884,Hall,Opponent,115.189,39.306,,False
2059201,1,278.0,4,00:04:36.40,276.4,-1.6,player,12759,Apolinário de Lira,Opponent,116.994,44.447,,False
